word	region	IPAs
heterodoxy	US	[/ˈhɛtɛɹədɒksi/]
heterolysis	US	[-ɒlɪsɪs]
heterophenomenology	US	[/ˈhɛt.ɹəʊ.fə.nɒm.ənˌɒl.ə.dʒi/]
heteroplastic	US	[-æstɪk]
hexabasic	US	[-eɪsɪk]
hexad	US	[/ˈhɛksæd/]
hexadecimal	US	[/ˌhɛksəˈdɛsɪməl/]
hexahectaenneacontakaiheptagon	US	[/ˌhɛksəˌhɛktəˌɛni.əˌkɑntəkaɪˈhɛptəˌɡɑn/]
hexecontahedron	US	[/ˌhɛksəˌkɒntəˈhiːdɹən/]
hiatus	US	[/haɪˈeɪtəs/]
hideaway	US	[/ˈhaɪdəˌweɪ/]
hierarchic	US	[/haɪˈɹɑɹ.kɪk/]
hierarchical	US	[/ˌhaɪˈɹɑːɹkɪkəl/]
highest	US	[/ˈhaɪ.ɪst/]
highlight	US	[/ˈhaɪˌlaɪt/]
highlighter	US	[/ˈhaɪ.laɪt.ɚ/, [ˈhaɪ.laɪɾ.ɚ]]
hightail	US	[/ˈhaɪ.teɪl/]
highway	US	[-aɪweɪ]
hijack	US	[/ˈhaɪ.dʒæk/]
hijacker	US	[/ˈhaɪˌd͡ʒækəɹ/]
hijackers	US	[/ˈhaɪˌd͡ʒækəɹs/]
hijra	US	[/ˈhɪd͡ʒɹə/]
Hillary	US	[/ˈhɪ.lə.ɹi/]
hillbilly	US	[/ˈhɪlˌbɪli/]
hinder	US	[/ˈhɪndɚ/]
hipper	US	[/ˈhɪpɚ/]
hippies	US	[/ˈhɪpiz/]
Hippodamia	US	[/ˌhɪpɒdəˈmaɪə/]
hippopotamus	US	[/ˌhɪp.əˈpɑ.tə.məs/, [ˌhɪp.əˈpɑ.ɾə.məs]]
hirsute	US	[/hɚˈsut/]
histology	US	[/hɪsˈtɒləd͡ʒi/]
historic	US	[/(h)ɪˈstɔɹɪk/]
historical	US	[/hɪˈstɔɹɪkəl/]
historicaster	US	[/ˌhɪstɔɹəˈkæstəɹ/]
hitchhike	US	[/ˈhɪt͡ʃhaɪk/]
hither	US	[/ˈhɪðɚ/]
Hitler	US	[/ˈhɪtlɚ/]
hitter	US	[/ˈhɪtɚ/, [ˈhɪɾɚ]]
HIV	US	[/ˌeɪt͡ʃ.aɪˈviː/]
hizouse	US	[/hɪzaʊs/]
hmpf	US	[/hm̩f/]
hmph	US	[/hm̩f/]
hoagie	US	[/ˈhoʊ.ɡi/]
hoard	US	[/hɔɹd/]
hoary	US	[/hɔɹ.i/]
hoax	US	[/hoʊks/]
Hobbes	US	[/hɑbz/]
hockey	US	[/ˈhɑki/]
hodgepodge	US	[/ˈhɑd͡ʒˌpɑd͡ʒ/]
hodgepodge	US	[/ˈhɒd͡ʒˌpɒd͡ʒ/]
hoes	US	[-əʊz]
hogan	US	[/ˈhoʊ.ɡən/]
Hohokam	US	[/ˌhoʊ.hoʊˈkɑm/]
hold	US	[/hoʊld/, [hoəɫd]]
holder	US	[/ˈhoʊɫdɚ/]
holding	US	[/ˈhəʊldɪŋ/]
holds	US	[/hoʊldz/]
hole	US	[/hoʊl/, [hoɫ]]
holes	US	[/hoʊlz/]
holey	US	[/ˈhoʊli/]
holiday	US	[/ˈhɑləˌdeɪ/]
holiness	US	[/ˈhoʊlinəs/]
holler	US	[/ˈhɑ.lɚ/]
hollow	US	[/ˈhɑ.loʊ/]
holly	US	[/ˈhɑli/]
hollyhock	US	[/ˈhɑlihɑk/]
holmium	US	[/ˈhoʊ.mi.əm/]
holography	US	[-ɒɡɹəfi]
holy	US	[/ˈhoʊli/]
home	US	[/hoʊm/]
Home	US	[-əʊm]
homeboy	US	[/ˈhoʊm.bɔɪ/]
homes	US	[/hoʊmz/]
homeward	US	[/ˈhoʊmwɚd/]
homework	US	[/ˈhoʊmˌwɝk/]
hominid	US	[/ˈhɑ.mə.nɪd/]
homogenous	US	[/həˈmɑd͡ʒɪnəs/]
homography	US	[/hoʊˈmɒɡɹəfi/]
homologous	US	[/həˈmɒləɡəs/]
homonym	US	[/ˈhɑmənɪm/]
homophone	US	[/ˈhɑməfoʊn/]
homophony	US	[/həˈmɒfəni/]
homozygous	US	[/ˌhəʊməʊˈzaɪɡəs/]
hon	US	[/hʌn/]
hone	US	[/hoʊn/]
honestly	US	[/ˈɑnɪstli/]
honesty	US	[/ˈɑnəsti/]
honeymoon	US	[/ˈhʌn.iˌmuːn/]
honeysuckle	US	[/ˈhʌniːsʌkəl/]
honing	US	[/ˈhoʊnɪŋ/]
Honolulu	US	[/ˌhoʊ.nəˈluː.luː/]
honorific	US	[/ˌɑːnəˈɹɪfɪk/]
honors	US	[/ˈɑn.ɚz/]
honoured	US	[/ˈɑnɚd/]
hood	US	[/hʊd/, [hʊ̈d], [hɪ̈d]]
hooded	US	[/ˈhʊdɪd/]
hoodwink	US	[/ˈhʊdˌwɪŋk/]
hooker	US	[/ˈhʊk.ɚ/]
hookey	US	[-ʊki]
hooliganism	US	[/ˈhu.lɪ.ɡən.ɪz.əm/]
hoopla	US	[/ˈhuːplɑ/]
hope	US	[/hoʊp/]
Hope	US	[/ˈhoʊp/]
hoped	US	[/hoʊpt/]
hopeless	US	[/ˈhoʊplɪs/]
hopes	US	[/hoʊps/]
hoping	US	[/ˈhoʊpɪŋ/]
hopping	US	[-ɒpɪŋ]
hoptoad	US	[/ˈhɑp.toʊd/]
horde	US	[/hɔɹd/]
horizon	US	[/həˈɹaɪ.zən/]
horizontal	US	[/ˌhoɹəˈzɑntəl/]
hormone	US	[/ˈhoɹmoʊn/]
horn	US	[/hɔɹn/]
hornbeam	US	[/ˈhɔɹnˌbim/]
horns	US	[/hɔɹnz/]
hornswoggle	US	[/ˈhɔɹn.swɑ.ɡəl/]
horrid	US	[/ˈhɔɹɪd/]
horrify	US	[/ˈhɔɹəfaɪ/]
horseback	US	[/ˈhɔɹsˌbæk/]
horseman	US	[/ˈhɔɹsmən/]
horsemen	US	[/ˈhɔɹsmən/]
horsepower	US	[/ˈhɔɹsˌpaʊɚ/]
horseradish	US	[/ˈhɔɹsɹædɪʃ/]
horseshit	US	[-ɪt]
horsetail	US	[/ˈhɔː(ɹ)s.teɪl/]
hortative	US	[/ˈhɔɹtətɪv/]
horticulture	US	[/ˈhɔɹ.tɪˌkʌl.t͡ʃɚ/]
hoser	US	[-əʊzə(ɹ)]
hosiery	US	[/ˈhoʊʒəɹi/]
hospitality	US	[/hɑs.pɪˈtæl.ɪ.ti/]
host	US	[/hoʊst/]
hostage	US	[/ˈhɑs.tɪd͡ʒ/]
hosted	US	[/ˈhoʊstɪd/]
hostel	US	[/ˈhɑstəl/]
hostelry	US	[/ˈhɑstəlɹi/]
hostess	US	[/ˈhoʊstɪs/]
hostilities	US	[/hɑˈstɪlɪtiz/]
hostility	US	[/hɑˈstɪlɪti/]
hostler	US	[/ˈ(h)ɑs.lɚ/]
hostler	US	[/ˈ(h)ɑs.lɚ/]
hosts	US	[/hoʊsts/]
hot	US	[/hɑt/]
hotel	US	[/hoʊˈtɛl/]
hotspot	US	[/ˈhɑtˌspɑt/]
Hough	US	[/hʌf/]
hourglass	US	[/ˈaʊəɡlɑːs/]
hourly	US	[/ˈaʊ̯ɚli/]
housefire	US	[/haʊs.faɪ.ɚ/]
household	US	[/ˈhaʊshoʊld/]
housekeeper	US	[/ˈhaʊskipɚ/]
Houston	US	[/ˈhjustən/, [ˈhj̊uːstɨn], [j̊uːstɨn]]
hovercam	US	[/ˈhʌ.vɜɹ.kæm/]
howbeit	US	[/haʊˈbiː.ɪt/]
however	US	[/haʊˈɛvɚ/]
howitzer	US	[/ˈhaʊ.ɪts.əɹ/]
howsoever	US	[/ˌhaʊsoʊˈɛvəɹ/]
hub	US	[/hʌb/]
hubris	US	[/ˈhjuːbɹɪs/]
huckster	US	[/ˈhʌkstɚ/]
Hudson	US	[/ˈhʌdsən/]
huff	US	[/hʌf/]
Hufflepuff	US	[/ˈhʌfəlˌpʌf/]
humanely	US	[/hjuːˈmeɪn.li/]
humanities	US	[/hjuˈmæn.ɪ.tiz/]
humanity	US	[/hjuˈmænɪti/, [hjuˈmænɪɾi]]
humankind	US	[-aɪnd]
humanly	US	[/ˈhjuːmənli/]
humbler	US	[/ˈhʌmblɚ/]
humbly	US	[/ˈhʌmbli/]
humbug	US	[/ˈhʌmbʌɡ/]
humdrum	US	[/ˈhʌmdɹʌm/]
humiliating	US	[/hjuːˈmɪliˌeɪtɪŋ/]
humiliatrix	US	[/hjuːˌmɪlɪˈeɪtɹɪks/]
hummingbird	US	[/ˈhʌmɪŋˌbɝd/]
humorously	US	[/ˈhju.məɹ.ɪs.li/]
Hungary	US	[/ˈhʌŋ.ɡəɹ.i/]
hunger	US	[/ˈhʌŋɡɚ/]
hunker	US	[/ˈhʌŋkɚ/]
hunter	US	[/ˈhʌntɚ/, [ˈhʌɾ̃ɚ]]
hunters	US	[/ˈhʌntɚz/]
hurdle	US	[/ˈhɝd(ə)l/]
hurled	US	[/hɜɹld/]
hurr	US	[/ˈhɝ/]
hurry	US	[/ˈhʌ.ɹi/]
hurry	US	[/ˈhɝ.i/]
hurt	US	[/hɝt/]
hurts	US	[/hɝts/]
hurty	US	[-ɜː(ɹ)ti]
husband	US	[/ˈhʌz.bənd/]
husbandman	US	[/ˈhəzbəndmən/]
husk	US	[/hʌsk/]
hybridization	US	[/haɪ.bɹɪd.aɪˈzeɪ.ʃən/]
Hyderabad	US	[/ˈhaɪdəɹəbɑːd/]
hydrargyrum	US	[/haɪˈdɹɑː(ɹ)d͡ʒɪɹəm/]
hydration	US	[/haɪˈdɹeɪʃən/]
hydraulic	US	[/haɪˈdɹɔːlɪk/]
hydrofoil	US	[/ˈhaɪ.dɹoʊˌfɔɪl/]
hydrogen	US	[/ˈhaɪdɹəd͡ʒən/, [ˈhaɪd͡ʒɹəd͡ʒən]]
hydrogenation	US	[-eɪʃən]
hydrogeniferous	US	[-ɪfəɹəs]
hydrohomie	US	[/ˈhaɪ.dɹəˌhoʊ.mi/]
hydrology	US	[-ɒlədʒi]
hydroplane	US	[/ˈhaɪdɹoʊˌpleɪn/]
hydrostatic	US	[/ˌhaɪdɹəʊˈstætɪk/]
hydrous	US	[/ˈhaɪdɹəs/]
hyena	US	[/haɪˈiːnə/]
hymeneal	US	[/hʌɪməˈniːəl/]
hymnody	US	[/ˈhɪm.nə.di/]
hyperbeam	US	[/ˈhaɪ.pə(ɹ)biːm/]
hyperbola	US	[/haɪˈpɚ.bə.lə/]
hyperbola	US	[/haɪˈpɚ.bə.lə/]
hyperbole	US	[/haɪˈpɝbəli/]
hyperbomb	US	[/ˈhaɪ.pə(ɹ)bɑm/]
hypercube	US	[/ˈhaɪ.pɚ.kjuːb/]
hyperfur	US	[/ˈhaɪ.pəɹ.fɜɹ/]
hypergamy	US	[/haɪˈpɚɡəmi/]
hypergolic	US	[/hʌɪpɚˈɡɒlɪk/]
hyperinflation	US	[-eɪʃən]
hypermissile	US	[/ˌhaɪ.pɚˈmɪsaɪl/]
hypernym	US	[/ˈhaɪpɚnɪm/]
hypertension	US	[/ˌhaɪ.pɚˈtɛn.ʃən/]
hypertext	US	[/ˈhaɪpəɹˌtɛkst/]
hyperthermia	US	[/ˌhaɪpə(ɹ)ˈθɜː(ɹ)miə/]
hypertorus	US	[-ɔːɹəs]
hypertrophy	US	[/haɪˈpɝːtɹəfi/]
hypnagogic	US	[/hɪpnəˈɡɒdʒɪk/]
hypnosis	US	[/hɪpˈnoʊsɪs/]
hypocrite	US	[/ˈhɪ.pə.kɹɪt/]
hypostasis	US	[/haɪˈpɑstəsɪs/]
hypotheses	US	[/haɪˈpɑːθəˌsiːz/]
hypothesis	US	[[haɪˈpʰɑθəsɪs]]
I	US	[/aɪ/]
iamb	US	[/ˈaɪˌæm/]
iatrochemical	US	[/aɪˌæt.ɹoʊˈkɛm.ɪ.kəl/]
iatrochemistry	US	[/aɪˌæt.ɹoʊˈkɛm.ɪ.stɹi/]
iatromathematical	US	[/aɪˌæt.ɹoʊ.mæ.θəˈmæ.tɪ.kəl/]
iatromathematician	US	[/aɪˌæt.ɹoʊˌmæθ.ə.məˈtɪʃ.ən/]
iatromathematics	US	[/aɪˌæt.ɹoʊ.mæθ.əˈmæt.ɪks/]
iatrophysicist	US	[/aɪˌæt.ɹoʊˈfɪz.ə.sɪst/]
ichthyology	US	[/ˌɪkθiˈɒləd͡ʒi/]
ichthyosis	US	[/ɪkθɪˈəʊsɪs/]
icily	US	[/ˈaɪ.sɪ.li/]
icon	US	[/ˈaɪ.kɑn/]
iconoclast	US	[/aɪˈkɑn.əˌklæst/]
iconostasis	US	[/ˌaɪkəˈnɒstəsɪs/]
icositetrachoron	US	[/aɪkoʊsɪtɛtɹəˈkoʊɹɔn/]
Idaho	US	[/ˈaɪdəˌhoʊ/]
idea	US	[/aɪ̯ˈdi.ə/]
ideals	US	[/aɪˈdi.əlz/]
ideas	US	[/aɪˈdi.əz/]
idiocracy	US	[/ˌɪdiˈɑkɹəsi/]
idiots	US	[/ˈɪd.iː.əts/]
idiotype	US	[/ˈɪ.diː.oʊ.taɪp/]
idleness	US	[/ˈaɪdəlnəs/]
idly	US	[/ˈaɪd(ə)lɪ/]
idolatry	US	[/aɪˈdɑ.lə.tɹi/]
idyllic	US	[/aɪˈdɪlɪk/]
ignominious	US	[/ɪɡnəˈmɪniəs/]
ignorance	US	[/ˈɪɡ.nɚ.əns/]
ignorant	US	[/ˈɪɡnəɹənt/]
ignore	US	[/ɪɡˈnoɹ/]
IJBOL	US	[/ˈid͡ʒ.boʊl/]
ileitis	US	[/ˌɪliˈaɪtɪs/]
ileum	US	[-ɪliəm]
illegible	US	[/ɪˈlɛd͡ʒəbəl/]
illegitimacy	US	[[ɪlɨˈd͡ʒɪɾɨməsi]]
illumination	US	[/ɪˌlumɪˈneɪʃən/]
illusion	US	[[ɪˈluː.ʒən]]
illusive	US	[/ɪˈluːsɪv/]
illustrated	US	[/ˈɪləstɹeɪtɪd/]
imaginary	US	[/ɪˈmæd͡ʒɪˌn(ɛ)ɹi/]
imagine	US	[/ɪˈmæ.d͡ʒɪn/]
imagined	US	[/ɪˈmæd͡ʒɪnd/]
imbroglio	US	[/ɪmˈbɹoʊljoʊ/]
imitate	US	[/ˈɪmɪteɪt/]
Imma	US	[/ˈaɪmə/, [ˈaːmə]]
immanent	US	[/ˈɪmənənt/]
immaterial	US	[/ˌɪ.məˈtɪ.ɹi.əl/]
immaturity	US	[/ɪməˈt͡ʃʊɹɪti/]
immerse	US	[/ɪˈmɝs/]
immobile	US	[/ɪˈmoʊ.bəl/]
immortal	US	[/ɪˈmɔɹtəl/]
immunochemistry	US	[/ˌɪˌmjuːnoʊˈkɛmɪstɹi/]
impassible	US	[/ɪmˈpasɪbəl/]
impatient	US	[/ɪmˈpeɪʃənt/]
impeccable	US	[/ɪmˈpɛkəbəl/]
impedance	US	[[ɪmˈpidn̩s]]
impediment	US	[/ɪmˈpɛdɪmənt/]
impeller	US	[-ɛlə(ɹ)]
imperial	US	[/ɪmˈpɪɹ.i.əl/]
imperialism	US	[[ɪmˈpɪɹ.i.ə.lɪ.zm̩]]
imperious	US	[/ɪmˈpɪɹ.i.əs/]
imperturbable	US	[/ˌɪmpɚˈtɝbəbəl/]
impervious	US	[/ɪmˈpɝ.vi.əs/]
impetuous	US	[/imˈpɛt͡ʃuəs/]
impetus	US	[/ˈɪm.pə.təs/]
Imphal	US	[/ˈɪmpɑːl/]
implacable	US	[/ɪmˈplækəbəl/]
implement	US	[/ˈɪmpləmənt/]
implements	US	[/ˈɪmpləmənts/]
impolitic	US	[/ɪmˈpɒ.lɪ.tɪk/]
imponderable	US	[/ɪmˈpɑːndəɹəbl/]
importance	US	[/ɪmˈpɔɹtəns/, [-ʔn̩s]]
important	US	[/ɪmˈpɔɹ.tənt/, [ɪmˈpʰɔɹʔn̩t], [ɪmˈpʰɔɹʔn̩ʔ]]
impose	US	[/ɪmˈpoʊz/]
imposed	US	[/ɪmˈpoʊzd/]
imposing	US	[/ɪmˈpoʊzɪŋ/]
impossibility	US	[/ɪmˌpɑsɪˈbɪliti/]
impossible	US	[/ɪmˈpɑ.sə.bl̩/]
impostor	US	[/ɪmˈpɑstɚ/]
impoverish	US	[/ɪmˈpɒv(ə)ɹɪʃ/]
impractical	US	[/ɪmˈpɹæktɪkəl/]
impressions	US	[/ɪmˈpɹɛʃənz/]
imprisoned	US	[/ɪmˈpɹɪzənd/]
imprisonment	US	[/ɪmˈpɹɪzn̩.mənt/]
improper	US	[/ɪmˈpɹɑ.pɚ/]
improperly	US	[/ɪmˈpɹɑ.pɚ.li/]
impropriety	US	[/ˌɪm.pɹəˈpɹaɪ.ɪ.ti/]
improvement	US	[/ɪmˈpɹuːvmənt/]
improvements	US	[/ɪmˈpɹuːvmənts/]
improvident	US	[/ɪmˈpɹɒvɪdənt/]
improvise	US	[/ˈɪmpɹəvaɪz/]
imprudent	US	[/ɪmˈpɹudənt/]
impudent	US	[/ˈɪmpjədn̩t/]
impulse	US	[/ˈɪmpʌls/]
inability	US	[/ˌɪnəˈbɪlɪti/]
inaccessible	US	[/ˌɪnəkˈsɛsɪbl̩/]
inaccuracy	US	[/ɪnˈæk.jɚ.ə.si/]
inaccurate	US	[/ɪnˈæk.jə.ɹɪt/]
inadvertent	US	[/ˌɪnədˈvɝtn̩t/]
inaptitude	US	[/ɪnˈæpt.ɪ.tud/]
inborn	US	[/ˈɪn.bɔɹn/]
incapacity	US	[/ˌɪnkəˈpæsɪti/]
incarcerate	US	[/ɪnˈkɑɹ.səˌɹeɪt/]
incense	US	[-ɛns]
incense	US	[-ɛns]
incenter	US	[-ɛntə(ɹ)]
incessantly	US	[/ɪnˈsɛs.ənt.li/]
inches	US	[/ˈɪnt͡ʃɪz/]
incident	US	[/ˈɪn.sɪ.dənt/]
incidents	US	[/ˈɪn.sɪ.dənts/]
incineration	US	[-eɪʃən]
incline	US	[/ɪnˈklaɪn/]
include	US	[/ɪnˈkluːd/]
included	US	[/ɪnˈkluːdɪd/]
inclusive	US	[/ɪnˈkluːsɪv/]
incombustible	US	[/ˌɪŋkəmˈbʌstɪbəl/]
income	US	[/ˈɪnˌkʌm/]
incommode	US	[/ˌɪnkəˈmoʊd/]
incommunicate	US	[/ɪn.kəˈmjunɪkət/]
incomplete	US	[/ɪn.kəmˈpliːt/]
incomprehensible	US	[/ˌɪnkɑmpɹəˈhɛnsɪbəl/]
inconsistent	US	[/ˌɪnkənˈsɪstənt/]
incontinence	US	[/ɪnˈkɒntɪnəns/]
incontrovertibly	US	[/ˌɪnˌkɑn.tɹəˈvɝ.tə.bli/]
incorporeal	US	[/ɪŋkɔː(ɹ)ˈpɔːɹiəl/]
incredible	US	[/ɪŋˈkɹɛdəbəl/, [ɪ̈ŋˈkɹ̥ʷɛɾəbəɫ], [ɪ̈ŋˈkɹ̥ʷɛɾəbɫ̩]]
incunabulum	US	[/ˌɪn.kjʊˈnæb.jʊ.ləm/]
incur	US	[/ɪnˈkɝ/]
indebted	US	[/ɪnˈdɛtɪd/]
indecency	US	[/ɪnˈdiːsənsi/]
indecent	US	[/ɪnˈdiːsənt/]
indeed	US	[/ɪnˈdid/]
indelible	US	[/ɪnˈdɛləbl/]
indemnification	US	[/ənˌdɛmnəfəˈkeɪʃən/]
indemnify	US	[/ɪnˈdɛm.nɪ.faɪ/]
indemnity	US	[/ɪnˈdɛmnɪti/]
independence	US	[/ɪndɪˈpɛndəns/]
independent	US	[/ˌɪn.dɪˈpɛn.dənt/]
independently	US	[/ˌɪndɪˈpɛndəntli/]
indescribable	US	[/ɪndɪˈskɹaɪbəbl̩/]
index	US	[/ˈɪndɛks/]
Indian	US	[/ˈɪn.di.ən/]
Indiana	US	[/ˌɪndiˈænə/]
Indianapolis	US	[/ɪndiəˈnæpəlɪs/]
indicate	US	[/ˈɪndɪˌkeɪt/]
indicated	US	[/ˈɪndɪkeɪtɪd/]
indicating	US	[/ˈɪndɪkeɪtɪŋ/]
indices	US	[/ˈɪndɪsiːz/]
indict	US	[/ˌɪnˈdaɪt/]
indictment	US	[/ɪnˈdaɪt.mənt/]
indignant	US	[/ɪnˈdɪɡ.nənt/]
indiscretion	US	[/ˌɪndɪsˈkɹɛʃən/]
indistinct	US	[/ˌɪndɪsˈtɪŋkt/]
indium	US	[/ˈɪndi.əm/]
individuals	US	[/ˌɪndɪˈvɪd͡ʒuəlz/]
indolent	US	[/ˈɪn.də.lənt/]
indri	US	[/ˈɪndɹi/]
indubitable	US	[/ɪnˈdubɪtəbəl/]
indubitably	US	[/ɪnˈdu.bɪ.tə.bli/]
induce	US	[/ɪnˈduːs/]
induced	US	[/ɪnˈduːst/]
indulged	US	[/ɪnˈdʌld͡ʒd/]
indulgence	US	[/ɪnˈdʌl.d͡ʒəns/]
industrial	US	[/ɪnˈdʌstɹɪəl/]
industrialisation	US	[-eɪʃən]
industrialization	US	[-eɪʃən]
industries	US	[/ˈɪndəstɹiz/]
industrious	US	[/ɪnˈdʌstɹi.əs/]
inebriated	US	[/ɪˈniː.bɹi.eɪ.tɪd/]
ineffable	US	[/ˌɪnˈɛf.ə.bəl/]
inelastic	US	[/ˌɪnəˈlæstɪk/]
inelegant	US	[/ɪnˈɛlɪɡənt/]
ineluctable	US	[/ɪn.ɪˈlʌk.tə.bəl/]
inertial	US	[/ɪˈnɝ.ʃəl/]
inevitable	US	[/ɪnˈɛvɪtəbəl/]
infallible	US	[/ɪnˈfæl.ɪ.bl̩/]
infanticide	US	[/ɪnˈfæntɪsaɪd/]
infer	US	[/ɪnˈfɝ/]
inferior	US	[/ɪnˈfɪɹ.i.ɚ/]
inferno	US	[/ɪnˈfɝnoʊ/]
infibulation	US	[/ɪnfɪbjʊˈleɪʃən/]
infidelity	US	[/ˌɪnfɪˈdɛlɪti/]
infinitely	US	[/ˈɪnfɪnɪtli/]
infinitesimal	US	[/ˌɪnfɪnɪˈtɛsɪməl/]
infirmarer	US	[/ɪnˈfɝ.mə.ɹɚ/]
infirmity	US	[/ɪnˈfɜɹməti/]
infix	US	[/ˈɪnfɪks/]
inflammatory	US	[/ɪnˈflæməˌtɔɹi/]
inflexible	US	[/ɪnˈflɛksəbl̩/]
inflicted	US	[/ɪnˈflɪktɪd/]
infliction	US	[/ɪnˈflɪkʃən/]
influences	US	[/ˈɪn.flu.ən.sɪz/]
infomaniac	US	[-eɪniæk]
inform	US	[/ɪnˈfɔɹm/]
informal	US	[/ɪnˈfɔɹm(ə)l/]
informatics	US	[/ˌɪnfəɹˈmætɪks/, [ˌɪnfɚˈmæɾɪks]]
information	US	[/ˌɪn.fɚˈmeɪ.ʃən/]
informative	US	[/ɪnˈfɔɹmətɪv/, [ɪnˈfɔɹməɾɪv]]
informed	US	[/ɪnˈfɔɹmd/]
informer	US	[-ɔː(ɹ)mə(ɹ)]
infraction	US	[/ɪnˈfɹækʃən/]
infrequently	US	[/ɪnˈfɹiːkwənt.li/]
infringement	US	[/ɪnˈfɹɪnd͡ʒmənt/]
ingenue	US	[/ˈɑnʒənu/]
ingenuity	US	[/ˌɪnd͡ʒəˈn(j)uːəti/]
inglenook	US	[/ˈɪŋɡəlˌnʊk/]
ingratitude	US	[/ɪnˈɡɹætɪtud/]
ingredient	US	[/ɪnˈɡɹiːdi.ənt/]
ingress	US	[/ˈɪŋɡɹɛs/]
ingrown	US	[/ɪnˈɡɹoʊn/]
inguinal	US	[/ˈɪŋɡwɪnəl/]
inhabitants	US	[/ɪnˈhæbɪtənts/]
inhale	US	[/ɪnˈheɪl/]
inherently	US	[/ɪnˈhɛɹəntli/]
inheritance	US	[/ɪnˈhɛɹɪtəns/]
inherited	US	[/ɪnˈhɛɹɪtɪd/]
inhibit	US	[/ɪnˈhɪbɪt/]
inhibitor	US	[/ɪnˈhɪbɪtɚ/]
inimical	US	[/ɪˈnɪmɪkəl/]
inimitable	US	[/ɪnˈɪmɪtəbl̩/]
injun	US	[/ˈɪnd͡ʒən/]
injure	US	[/ˈɪn.d͡ʒɚ/]
injured	US	[/ˈɪnd͡ʒɚd/]
Inktober	US	[/ɪnkˈtoʊ.bəɹ/]
inkwell	US	[/ˈɪŋk.wel/]
inlet	US	[/ˈɪnlət/]
inmate	US	[/ˈɪn.meɪt/]
inner	US	[/ˈɪnɚ/]
innocent	US	[/ˈɪnəsənt/]
innocuous	US	[/ɪˈnɑkjuəs/]
innovate	US	[/ˈɪnəveɪt/]
innumerable	US	[/ɪˈnuːməɹ.əbəl/]
inquire	US	[/ɪnˈkwaɪɹ/]
inquired	US	[/ɪnˈkwaɪɹd/]
inquiring	US	[/ɪnˈkwaɪɹɪŋ/]
insane	US	[-eɪn]
insanity	US	[/ɪnˈsænɪti/]
insects	US	[/ˈɪnsɛkts/]
inseminate	US	[/ɪnˈsɛmɪneɪt/]
insemination	US	[-eɪʃən]
inseparable	US	[/inˈsɛ.p(ə).ɹə.bl/]
inserted	US	[/ɪnˈsɝtɪd/]
insignia	US	[/ɪnˈsɪɡ.ni.ə/]
insignificant	US	[/ˌɪnsɪɡˈnɪfɪkənt/]
insinuate	US	[/ɪnˈsɪnjueɪt/]
insoluble	US	[/ɪnˈsɑljəbəl/]
insolvency	US	[[ɪnˈsɒlvn̩si]]
insomnia	US	[/ɪnˈsɒmniə/]
insomniac	US	[-æk]
insouciant	US	[/inˈsusiənt/]
inspector	US	[/ɪnˈspɛktɚ/]
inspirational	US	[/ˌɪnspəˈɹeɪʃənəl/]
inspired	US	[/ɪnˈspaɪɹd/]
Instagrammable	US	[/ˈɪnstəˌɡræməbəl/]
instance	US	[/ˈɪnstəns/]
instances	US	[/ˈɪnstənsɪz/]
instant	US	[/ˈɪnstənt/]
instantly	US	[/ˈɪnstəntli/]
instar	US	[/ˈɪnstɑɹ/]
instigate	US	[/ˈɪnstəɡeɪt/]
instinctive	US	[/ɪnˈstɪŋktɪv/]
instinctively	US	[/ɪnˈstɪŋktɪvli/]
instincts	US	[/ˈɪn.stɪŋkts/]
instituted	US	[/ˈɪnstɪt(j)uːtɪd/]
institution	US	[/ˌɪnstɪˈtuːʃən/]
institutions	US	[/ˌɪnstɪˈtuʃənz/]
instruct	US	[/ɪnˈstɹʌkt/]
instructed	US	[/ɪnˈstɹʌktɪd/]
instructions	US	[/ɪnˈstɹʌkʃənz/]
instrumentation	US	[-eɪʃən]
insufficiency	US	[/ɪnsəˈfɪʃənsi/]
insulation	US	[/ˌɪnsəˈleɪʃən/]
insulting	US	[/ɪnˈsʌltɪŋ/]
insuperable	US	[/ɪnˈsup(ə)ɹəb(ə)l/]
integument	US	[/ɪnˈtɛɡ.jʊ.mənt/]
intelligence	US	[/ɪnˈtɛl.ɪ.d͡ʒəns/]
intelligent	US	[/ɪnˈtɛlɪd͡ʒənt/]
intelligible	US	[/ɪnˈtɛləd͡ʒəbəl/]
intensely	US	[/ɪnˈtɛnsli/]
intensification	US	[-eɪʃən]
intention	US	[/ɪnˈtɛnʃən/]
intentions	US	[/ɪnˈtɛnʃənz/]
intently	US	[/ɪnˈtɛntli/]
interaction	US	[/ˌɪn.tɚˈæk.ʃən/]
interanimate	US	[/ˌɪntəɹˈænɪmət/]
interanimate	US	[/ˌɪntəɹˈænɪmeɪt/]
interbred	US	[/ɪntɚˈbɹɛd/]
intercommunication	US	[-eɪʃən]
interconnection	US	[/ˌɪn.tɚ.kəˈnɛk.ʃən/]
interdiction	US	[/ˌɪn.tɚˈdɪkʃən/]
interfere	US	[/ˌɪntɚˈfɪɹ/]
interim	US	[/ˈɪntəɹɪm/]
interior	US	[/ɪnˈtɪ.ɹi.ɚ/]
interject	US	[/ɪn.tɚˈd͡ʒɛkt/]
interjection	US	[/ˌɪn.tɚˈd͡ʒɛk.ʃən/]
